lead_time,cloud_error_pp,ghi_error_wm2
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,-18.0
48,0.0,-18.0
72,0.0,-18.0
24,0.0,-33.19999999999999
48,0.0,-32.19999999999999
72,0.0,-32.19999999999999
24,0.0,-28.30000000000001
48,0.0,-27.30000000000001
72,0.0,-27.30000000000001
24,0.0,-22.799999999999955
48,0.0,-21.799999999999955
72,0.0,-20.799999999999955
24,0.0,-29.5
48,0.0,-27.5
72,0.0,-28.5
24,0.0,-38.200000000000045
48,0.0,-38.200000000000045
72,0.0,-39.200000000000045
24,0.0,-40.299999999999955
48,0.0,-36.299999999999955
72,0.0,-39.299999999999955
24,0.0,-41.799999999999955
48,0.0,-35.799999999999955
72,0.0,-38.799999999999955
24,0.0,-46.5
48,0.0,-41.5
72,0.0,-41.5
24,0.0,-27.0
48,0.0,-25.0
72,0.0,-24.0
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,-24.0
48,0.0,-24.0
72,0.0,-24.0
24,0.0,-40.0
48,0.0,-41.0
72,0.0,-41.0
24,0.0,-42.0
48,0.0,-44.0
72,5.0,-42.0
24,0.0,-39.700000000000045
48,5.0,-43.700000000000045
72,5.0,-41.700000000000045
24,0.0,-49.299999999999955
48,0.0,-50.299999999999955
72,6.0,-49.299999999999955
24,0.0,-59.700000000000045
48,0.0,-60.700000000000045
72,5.0,-59.700000000000045
24,0.0,-65.70000000000005
48,5.0,-67.70000000000005
72,0.0,-64.70000000000005
24,0.0,-65.20000000000005
48,10.0,-66.20000000000005
72,5.0,-64.20000000000005
24,0.0,-65.19999999999999
48,6.0,-65.19999999999999
72,6.0,-64.19999999999999
24,5.0,-43.80000000000001
48,6.0,-43.80000000000001
72,6.0,-44.80000000000001
24,80.0,0.0
48,80.0,0.0
72,44.0,0.0
24,89.0,-8.5
48,92.0,-31.5
72,92.0,-41.5
24,88.0,-129.3
48,88.0,-218.3
72,88.0,-239.3
24,70.0,-38.5
48,66.0,25.5
72,70.0,-262.5
24,13.0,81.30000000000001
48,13.0,-305.7
72,13.0,-150.7
24,0.0,363.0
48,0.0,-20.0
72,0.0,-111.0
24,-22.0,335.5
48,5.0,-246.5
72,5.0,-295.5
24,-3.0,367.7
48,88.0,-167.3
72,88.0,-147.3
24,45.0,38.0
48,34.0,266.0
72,58.0,-207.0
24,95.0,-369.8
48,33.0,-50.80000000000001
72,95.0,-329.8
24,79.0,-82.5
48,97.0,-189.5
72,97.0,-167.5
24,51.0,-0.2
48,27.0,-0.2
72,100.0,-0.2
24,0.0,-26.200000000000003
48,41.0,-27.200000000000003
72,87.0,-31.200000000000003
24,-26.0,-37.19999999999999
48,22.0,-100.19999999999999
72,-13.0,-43.19999999999999
24,-94.0,-38.80000000000001
48,-23.0,-258.8
72,-84.0,-43.80000000000001
24,20.0,-66.29999999999995
48,15.0,-264.29999999999995
72,-75.0,-38.299999999999955
24,0.0,-144.29999999999995
48,-3.0,-309.29999999999995
72,-94.0,-50.299999999999955
24,12.0,-121.70000000000005
48,12.0,-186.70000000000005
72,-83.0,-58.700000000000045
24,4.0,-156.20000000000005
48,4.0,-139.20000000000005
72,-82.0,-58.200000000000045
24,12.0,-77.5
48,12.0,-105.5
72,4.0,-34.5
24,0.0,3.6999999999999886
48,0.0,23.69999999999999
72,0.0,49.69999999999999
24,0.0,17.19999999999999
48,0.0,7.199999999999989
72,0.0,26.19999999999999
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,-27.700000000000003
48,0.0,-31.700000000000003
72,0.0,-31.700000000000003
24,0.0,-75.3
48,0.0,-77.3
72,0.0,-70.3
24,0.0,-80.5
48,0.0,-87.5
72,0.0,-70.5
24,0.0,-111.80000000000001
48,0.0,-118.80000000000001
72,0.0,-105.80000000000001
24,0.0,-175.8
48,0.0,-161.8
72,0.0,-169.8
24,0.0,-28.0
48,0.0,-46.0
72,0.0,-31.0
24,0.0,-117.69999999999999
48,0.0,-75.69999999999999
72,0.0,-138.7
24,1.0,-10.800000000000011
48,1.0,105.19999999999999
72,1.0,-1.8000000000000114
24,0.0,146.8
48,0.0,182.8
72,0.0,57.80000000000001
24,0.0,7.300000000000011
48,0.0,-4.699999999999989
72,0.0,-6.699999999999989
24,5.0,0.8
48,6.0,0.8
72,5.0,0.8
24,11.0,-30.5
48,100.0,-37.5
72,33.0,-30.5
24,43.0,-52.0
48,100.0,-106.0
72,14.0,-47.0
24,100.0,-72.79999999999995
48,100.0,-124.79999999999995
72,76.0,-77.79999999999995
24,100.0,-80.79999999999995
48,100.0,-124.79999999999995
72,100.0,-62.799999999999955
24,5.0,-51.200000000000045
48,100.0,-152.20000000000005
72,100.0,-168.20000000000005
24,0.0,-60.799999999999955
48,100.0,-89.79999999999995
72,100.0,-139.79999999999995
24,0.0,-61.299999999999955
48,5.0,-63.299999999999955
72,85.0,-122.29999999999995
24,0.0,-59.700000000000045
48,6.0,-61.700000000000045
72,100.0,-99.70000000000005
24,0.0,-51.80000000000001
48,0.0,-53.80000000000001
72,8.0,-57.80000000000001
24,0.0,-44.19999999999999
48,0.0,-45.19999999999999
72,53.0,-48.19999999999999
24,-1.0,0.7
48,-1.0,0.7
72,-1.0,0.7
24,0.0,-31.5
48,0.0,-31.5
72,0.0,-30.5
24,0.0,-46.5
48,5.0,-48.5
72,0.0,-46.5
24,0.0,-48.19999999999999
48,5.0,-50.19999999999999
72,0.0,-49.19999999999999
24,0.0,-45.200000000000045
48,0.0,-48.200000000000045
72,0.0,-46.200000000000045
24,-21.0,-48.5
48,-21.0,-53.5
72,-21.0,-49.5
24,-40.0,-18.299999999999955
48,-35.0,-23.299999999999955
72,-40.0,-19.299999999999955
24,-27.0,-59.299999999999955
48,-27.0,-60.299999999999955
72,40.0,-190.29999999999995
24,-20.0,42.299999999999955
48,-20.0,40.299999999999955
72,-20.0,41.299999999999955
24,-82.0,140.7
48,-82.0,139.7
72,-82.0,139.7
24,-100.0,132.7
48,-100.0,131.7
72,-93.0,131.7
24,-9.0,0.5
48,-10.0,0.5
72,85.0,0.5
24,-3.0,46.5
48,-11.0,45.5
72,7.0,42.5
24,-30.0,117.19999999999999
48,18.0,74.19999999999999
72,55.0,55.19999999999999
24,-86.0,209.8
48,14.0,-86.19999999999999
72,14.0,-27.19999999999999
24,18.0,125.30000000000001
48,60.0,-121.69999999999999
72,60.0,-8.699999999999989
24,34.0,-17.0
48,42.0,-45.0
72,52.0,-324.0
24,0.0,97.70000000000005
48,73.0,-62.299999999999955
72,34.0,95.70000000000005
24,-20.0,8.299999999999955
48,-27.0,11.299999999999955
72,-27.0,12.299999999999955
24,-22.0,8.5
48,-22.0,12.5
72,-22.0,13.5
24,-40.0,151.7
48,-40.0,155.7
72,-40.0,156.7
24,-100.0,91.7
48,-100.0,92.7
72,-100.0,92.7
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,18.0,0.1999999999999993
48,18.0,-13.8
72,18.0,-10.8
24,0.0,-60.8
48,0.0,-81.8
72,0.0,-73.8
24,0.0,49.3
48,0.0,80.3
72,0.0,2.299999999999997
24,0.0,111.3
48,-53.0,547.3
72,-43.0,453.3
24,0.0,108.3
48,-72.0,622.3
72,-48.0,576.3
24,-25.0,445.2
48,-52.0,593.2
72,-36.0,511.2
24,0.0,69.2
48,-22.0,420.2
72,-54.0,536.2
24,0.0,-57.19999999999999
48,0.0,-17.19999999999999
72,-51.0,399.8
24,0.0,-85.0
48,0.0,-44.0
72,0.0,-75.0
24,0.0,-39.8
48,0.0,-17.799999999999997
72,0.0,-51.8
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,-32.2
48,0.0,-28.200000000000003
72,0.0,-30.200000000000003
24,0.0,-66.8
48,0.0,-33.8
72,0.0,-70.8
24,0.0,2.6999999999999993
48,0.0,11.7
72,0.0,56.7
24,0.0,8.8
48,0.0,3.8000000000000007
72,0.0,40.8
24,0.0,-41.7
48,0.0,-45.7
72,0.0,-8.700000000000003
24,0.0,6.700000000000003
48,0.0,-9.299999999999997
72,0.0,-5.299999999999997
24,0.0,-60.0
48,0.0,-73.0
72,0.0,-92.0
24,0.0,-30.0
48,0.0,-40.0
72,0.0,-55.0
24,0.0,-50.8
48,0.0,-57.8
72,0.0,-46.8
24,0.0,-41.7
48,0.0,-35.7
72,0.0,-37.7
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,-23.7
