lead_time,cloud_cover_fcst,kt_fcst,ghi_fcst,ghi_clear_sky
24,100.0,0.18346815743291844,123.0,670.4160641334862
48,100.0,0.020882554504559822,14.0,670.4160641334862
72,100.0,0.026848998648719775,18.0,670.4160641334862
24,100.0,0.19280030776831747,127.0,658.7126414373374
48,100.0,0.04554337978779153,30.0,658.7126414373374
72,100.0,0.056170168404942884,37.0,658.7126414373374
24,100.0,0.24931318740742006,145.0,581.5977947570234
48,100.0,0.10316407754789796,60.0,581.5977947570234
72,100.0,0.1667819253691017,97.0,581.5977947570234
24,100.0,0.26503761546531457,118.0,445.21982207254894
48,100.0,0.11679623732369795,52.0,445.21982207254894
72,100.0,0.09882758542774442,44.0,445.21982207254894
24,100.0,0.09538365784111315,25.0,262.0994053472362
48,100.0,0.09919900415475767,26.0,262.0994053472362
72,100.0,0.1030143504684022,27.0,262.0994053472362
24,100.0,0.14306620934909373,9.0,62.907936408933814
48,100.0,0.19075494579879163,12.0,62.907936408933814
72,100.0,0.15896245483232635,10.0,62.907936408933814
24,100.0,0.022593110518133633,3.0,132.78384123302308
48,100.0,0.022593110518133633,3.0,132.78384123302308
72,100.0,0.015062073678755755,2.0,132.78384123302308
24,100.0,0.029972130386996768,10.0,333.6432836398724
48,100.0,0.08392196508359094,28.0,333.6432836398724
72,100.0,0.02697491734829709,9.0,333.6432836398724
24,100.0,0.04575085817320366,23.0,502.72281042087934
48,100.0,0.035805019439898514,18.0,502.72281042087934
72,100.0,0.0556966969065088,28.0,502.72281042087934
24,100.0,0.043573275008499,27.0,619.6458722630701
48,100.0,0.025821200005036446,16.0,619.6458722630701
72,100.0,0.07100830001385022,44.0,619.6458722630701
24,100.0,0.031136488497259685,21.0,674.4498501122953
48,100.0,0.04596338778166906,31.0,674.4498501122953
72,100.0,0.07265180649360593,49.0,674.4498501122953
24,100.0,0.04375020058228597,29.0,662.8541038447677
48,100.0,0.027155296913143015,18.0,662.8541038447677
72,100.0,0.06939686988914326,46.0,662.8541038447677
24,100.0,0.10072530310405427,59.0,585.7515259998777
48,100.0,0.06828834108749442,40.0,585.7515259998777
72,100.0,0.04097300465249665,24.0,585.7515259998777
24,100.0,0.12019298221416767,54.0,449.2774786449619
48,100.0,0.057870695140154804,26.0,449.2774786449619
72,100.0,0.0645480830409419,29.0,449.2774786449619
24,100.0,0.13538924002878464,36.0,265.9000079500126
48,100.0,0.04889055889928334,13.0,265.9000079500126
72,100.0,0.07521624446043591,20.0,265.9000079500126
