solar_bin,lead,month,site,n,n_valid,median,p90,p95,p99,max,p_gt_1,p_gt_1_2,p_gt_1_5,p_gt_2,p_gt_3,p_gt_5
<=10,D+2,2024-03,huai_an_2,420.0,12.0,0.2945243845667164,0.3133883900160148,0.33144164440561286,0.3484756023690575,0.3527340918599186,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,huai_an_3,422.0,11.0,0.28269458823478805,0.3647985056272459,0.3782258591246417,0.38896774192255834,0.3916532126220375,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,lianyungang_1,423.0,12.0,0.29506883817885465,0.37064600309021134,0.3826849570014165,0.3893495602370491,0.3910157110459572,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,lianyungang_2,420.0,11.0,0.2900177318536211,0.3154501281256161,0.3308106542151168,0.34309907508671733,0.34617118030461747,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,nanjing_1,422.0,12.0,0.2793303868606465,0.3533004645206622,0.3639368210801045,0.3712316404240852,0.37305534526008033,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,nanjing_2,420.0,12.0,0.2768674844229083,0.3255471318175059,0.32757061208162463,0.32763072612772925,0.3276457546392554,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,nantong_1,414.0,11.0,0.25743105677836753,0.3097155375546399,0.31743486657665576,0.3236103297942685,0.3251541955986717,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,nantong_2,414.0,11.0,0.36610323704328807,0.8048459252711828,1.650162502555606,2.3264157643831447,2.495479079840029,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0
<=10,D+2,2024-03,suqian_1,423.0,11.0,0.25410305243734416,0.3639300604400525,0.3782249980482813,0.38966094813486435,0.3925199356565101,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,suzhou_1,414.0,11.0,0.28224656209294885,0.34272281931594467,0.3519213799729707,0.3592802284985915,0.3611199406299967,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,taizhou_1,418.0,12.0,0.2791717132836734,0.320456656060469,0.33204379704001924,0.342639358675835,0.34528824908478895,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,taizhou_2,416.0,13.0,0.2412692822479988,0.3028992313764225,0.3109080252239832,0.31902134130709103,0.321049670327868,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,wuxi_1,416.0,13.0,0.29547127456549716,0.36829518007907514,0.3796542012011695,0.3906855391555521,0.3934433736441478,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,xuzhou_1,428.0,10.0,0.28039798603152816,0.38583307615718976,0.3891418130439716,0.39178880255339704,0.3924505499307534,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,xuzhou_2,426.0,11.0,0.13380308825739554,0.3927875226216115,0.3954326454535467,0.3975487437190949,0.3980777682854819,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,yancheng_1,419.0,12.0,0.28649166136786475,0.3133051977432798,0.32966140923227516,0.34495936680740247,0.34878385620118424,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,yancheng_2,416.0,13.0,0.2176497323144135,0.313144974175078,0.3214514343859111,0.3224794303760157,0.3227364293735418,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-03,yancheng_3,419.0,13.0,0.2616940471468849,0.3118652101598325,0.3244894029263413,0.3380484116162095,0.3414381637886766,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,changzhou_1,390.0,4.0,0.05752620431260154,0.23720037760856505,0.2713750651130608,0.29871481511665754,0.3055497526175568,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,huai_an_1,390.0,7.0,0.2613996290279559,0.3852564618833451,0.4035185931136639,0.41812829809791896,0.4217807243439828,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,huai_an_2,390.0,10.0,0.39522630784544954,3.210902667718339,3.341091929608757,3.4452433391210917,3.4712811914991755,0.3,0.3,0.3,0.3,0.2,0.0
<=10,D+2,2024-04,huai_an_3,390.0,9.0,2.476929625563888,3.1717926624773733,3.2039582235299053,3.2296906723719307,3.236123784582437,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.0
<=10,D+2,2024-04,lianyungang_1,390.0,13.0,2.6567437481194633,3.1230930795478606,3.138831113629499,3.1508670061233373,3.1538759792467967,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.23076923076923078,0.0
<=10,D+2,2024-04,lianyungang_2,390.0,12.0,0.5561925614774992,3.387134551953745,3.4110490919588754,3.4143558660795907,3.4151825596097694,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
<=10,D+2,2024-04,nanjing_1,390.0,6.0,1.2723818294335174,3.1491929483644086,3.1886141568132644,3.220151123572349,3.22803536526212,0.5,0.5,0.5,0.5,0.3333333333333333,0.0
<=10,D+2,2024-04,nanjing_2,390.0,2.0,0.4662259127851639,0.7460751349624598,0.7810562877346217,0.8090412099523513,0.8160374405067837,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,nantong_1,390.0,16.0,0.15100116819288756,0.3061712289057358,0.32565498755197675,0.3511912140310694,0.35757527065084255,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,nantong_2,389.0,12.0,0.22547943529274328,0.35547882747022735,0.3805492435647686,0.40311125308173384,0.4087517554609751,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,suqian_1,390.0,12.0,2.6784517300742987,3.1241392376298798,3.1755228243971385,3.220023034476654,3.2311480869965328,0.75,0.75,0.6666666666666666,0.6666666666666666,0.25,0.0
<=10,D+2,2024-04,suzhou_1,390.0,13.0,0.10718364865666316,0.3242052943763289,0.34531057154891553,0.36598640218424716,0.37115535984308007,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,taizhou_1,390.0,7.0,0.25127227413608766,0.39948752747165334,0.4371815675098792,0.46733679954046004,0.4748756075481053,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,taizhou_2,390.0,15.0,0.22075761331646762,0.3411867212294777,0.36246042775612547,0.3684820404955728,0.3699874436804347,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,wuxi_1,390.0,6.0,0.13533647399631255,0.3101795832330371,0.3116537617645544,0.31283310458976815,0.3131279402960716,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,xuzhou_1,384.0,18.0,2.3473080945328855,2.9094351304085393,2.935706488438047,3.04362170167869,3.070600504988851,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7222222222222222,0.05555555555555555,0.0
<=10,D+2,2024-04,xuzhou_2,390.0,18.0,2.3917267689841286,2.972191661326895,3.0969033221860487,3.1863662926956264,3.2087320353230213,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.1111111111111111,0.0
<=10,D+2,2024-04,yancheng_1,390.0,10.0,0.3529511249347892,1.240909589143411,2.087982735512146,2.7656412526071374,2.9350558818808845,0.2,0.1,0.1,0.1,0.0,0.0
<=10,D+2,2024-04,yancheng_2,390.0,15.0,0.21386652586942537,0.3541466903141972,0.5459706700484944,0.8839603880588133,0.9684578175613933,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-04,yancheng_3,390.0,8.0,0.23542138279067715,0.34397622267370626,0.3447932532700642,0.3454468777471506,0.3456102838664222,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-05,changzhou_1,371.0,28.0,1.9752672718519126,3.0689420725568533,3.129638624114289,3.2272143818806573,3.2580792933180787,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5,0.17857142857142858,0.0
<=10,D+2,2024-05,huai_an_1,364.0,23.0,0.8133630415810144,3.010707277970243,3.0420947344807017,3.2952304814623057,3.3662448602875443,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.13043478260869565,0.0
<=10,D+2,2024-05,huai_an_2,361.0,20.0,1.244141721955299,2.89351584236593,2.9906311672288086,3.2194263078120198,3.276625092957823,0.5,0.5,0.5,0.5,0.05,0.0
<=10,D+2,2024-05,huai_an_3,364.0,22.0,0.4525930694382567,2.854399981312155,2.87509998292919,3.0708695841952376,3.1227839520819978,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.045454545454545456,0.0
<=10,D+2,2024-05,lianyungang_1,358.0,17.0,0.44047139552553616,2.7022597267886836,2.8891643913883973,2.9424930094699313,2.9558251639903146,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0
<=10,D+2,2024-05,lianyungang_2,358.0,17.0,0.8096997856824086,2.964294375931418,3.150136714785813,3.2149334941320644,3.231132688968627,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.11764705882352941,0.0
<=10,D+2,2024-05,nanjing_1,370.0,26.0,0.4662904242987548,2.723341567121135,2.913793999366917,3.074527408235123,3.117536500439801,0.38461538461538464,0.34615384615384615,0.34615384615384615,0.3076923076923077,0.038461538461538464,0.0
<=10,D+2,2024-05,nanjing_2,371.0,29.0,0.480602548144102,3.040005179770429,3.119318297811174,3.257007125425087,3.3060817571426915,0.4482758620689655,0.41379310344827586,0.41379310344827586,0.3793103448275862,0.1724137931034483,0.0
<=10,D+2,2024-05,nantong_1,371.0,27.0,2.610790229822764,3.2156773679528157,3.265326429444971,3.3448463434242277,3.3722997960151724,0.7777777777777778,0.7777777777777778,0.7407407407407407,0.6666666666666666,0.2222222222222222,0.0
<=10,D+2,2024-05,nantong_2,372.0,16.0,2.952456506221748,3.4116505998502107,3.572005883825195,3.7045029623786743,3.737627232017044,0.875,0.875,0.875,0.875,0.5,0.0
<=10,D+2,2024-05,suqian_1,361.0,19.0,0.45012694883367815,2.6346304040096413,2.726513243391246,2.9031871292374416,2.9473556006989905,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.0
<=10,D+2,2024-05,suzhou_1,374.0,25.0,2.6748803390161613,3.444788198372248,3.4783501273970505,3.514991845702044,3.52523453365405,0.76,0.76,0.72,0.56,0.24,0.0
<=10,D+2,2024-05,taizhou_1,366.0,25.0,2.2123557363368547,3.015604131972324,3.0866767199833594,3.3916861107084597,3.485228121222646,0.6,0.56,0.52,0.52,0.12,0.0
<=10,D+2,2024-05,taizhou_2,367.0,26.0,2.4512825060537597,3.042105541153588,3.1537511176080137,3.4998827466653015,3.60291207611157,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.0
<=10,D+2,2024-05,wuxi_1,374.0,26.0,2.6349868855133387,3.5669778061089183,3.5742318809274236,3.735492726839417,3.7887942375738786,0.6538461538461539,0.6538461538461539,0.6153846153846154,0.5384615384615384,0.3076923076923077,0.0
<=10,D+2,2024-05,xuzhou_1,367.0,17.0,0.47286734017805704,0.5052964152678964,0.5088652803806117,0.5094313995189184,0.5095729293034951,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-05,xuzhou_2,361.0,15.0,0.4746435811995569,0.5148982684827478,0.5243368420167717,0.5389971380629917,0.5426622120745467,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-05,yancheng_1,361.0,20.0,2.0754503187938296,2.953300398321917,3.05739757744182,3.3191409946447035,3.384576848945425,0.6,0.6,0.55,0.5,0.1,0.0
<=10,D+2,2024-05,yancheng_2,366.0,25.0,2.7848563162260005,3.1087280825206083,3.2380866699302113,3.5781479140352235,3.6756818769026878,0.76,0.76,0.72,0.72,0.24,0.0
<=10,D+2,2024-05,yancheng_3,364.0,23.0,2.169101435353386,2.925874962598668,3.0232894491166014,3.3608338606371917,3.453037427790479,0.5652173913043478,0.5652173913043478,0.5217391304347826,0.5217391304347826,0.08695652173913043,0.0
<=10,D+2,2024-06,changzhou_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,huai_an_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,huai_an_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,huai_an_3,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,lianyungang_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,lianyungang_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,nanjing_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,nanjing_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,nantong_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,nantong_2,333.0,3.0,2.74305460801826,2.909985418240184,2.9308517695179246,2.947544850540117,2.951718120795665,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-06,suqian_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,suzhou_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,taizhou_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,taizhou_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,wuxi_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,xuzhou_1,336.0,6.0,0.46910038774329244,0.5295579252226428,0.5364060054856519,0.5418844696960592,0.543254085748661,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-06,xuzhou_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,yancheng_1,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,yancheng_2,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-06,yancheng_3,330.0,0.0,,,,,,,,,,,
<=10,D+2,2024-07,changzhou_1,361.0,13.0,0.2729112184453915,0.4151704243394985,0.4223852710006382,0.42677744385183014,0.42787548706462813,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,huai_an_1,359.0,13.0,0.3900975349002436,0.42970699771379167,0.43118358807197904,0.43257810127277946,0.43292672957297956,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,huai_an_2,356.0,13.0,0.3951274824187629,0.4162278515210583,0.42352115135981405,0.4319662470445361,0.43407752096571667,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,huai_an_3,365.0,12.0,0.13403576023875388,0.4174055445640033,0.44050808814863107,0.46268414283304726,0.4682281565041512,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,lianyungang_1,360.0,13.0,0.24408229170896806,0.42611300804036256,0.4349969311118745,0.445379025550807,0.44797454916054014,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,lianyungang_2,354.0,13.0,0.4134787691200828,0.43786610439498136,0.44269241540573684,0.44767444736014167,0.4489199553487429,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,nanjing_1,370.0,12.0,0.21055593549599919,0.462692406564823,0.4654231198818725,0.46794661483609074,0.46857748857464526,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,nanjing_2,368.0,12.0,0.14837231519320593,0.4397697340481191,0.459472842386374,0.468833566150431,0.4711737470914452,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,nantong_1,351.0,10.0,0.43252399692190996,0.6891517559186935,1.7233258407596843,2.550665108632481,2.7574999256006794,0.1,0.1,0.1,0.1,0.0,0.0
<=10,D+2,2024-07,nantong_2,350.0,9.0,1.626908913745842,3.0012149190675603,3.0251102780628507,3.044226565259083,3.049005637058141,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0
<=10,D+2,2024-07,suqian_1,365.0,12.0,0.1034697749419479,0.46502837313385886,0.46956511122554967,0.47383833958311783,0.47490664667250987,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,suzhou_1,353.0,12.0,0.44714914259222527,0.9429229448057422,1.8528197538498834,2.6910389985066496,2.9005938096708395,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0
<=10,D+2,2024-07,taizhou_1,357.0,13.0,0.34423892178314913,0.4224295087163532,0.43143120881759994,0.441679164152706,0.44424115298648253,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,taizhou_2,351.0,10.0,0.4196429905887461,0.46177613257044187,0.4642918084014654,0.46630434906628415,0.46680748423248886,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,wuxi_1,359.0,14.0,0.37465966147419794,0.4490068965744577,0.4633862203805673,0.48029235789871555,0.4845188922782526,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,xuzhou_1,372.0,10.0,0.2899685894896919,0.4680167887126581,0.4840561887350903,0.4968877087530361,0.5000955887575226,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,xuzhou_2,371.0,13.0,0.26488704938864205,0.4912261799877024,0.5023988262668823,0.5151933536948201,0.5183919855518047,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,yancheng_1,354.0,13.0,0.3829309382620337,0.4156211879733074,0.42182041438199624,0.4286333900301507,0.43033663394218935,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,yancheng_2,350.0,9.0,0.4217715522961714,0.4683609862432036,0.47036833523281363,0.47197421442450166,0.47237568422242365,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-07,yancheng_3,356.0,13.0,0.31461604740040083,0.42771596925159283,0.4316437585927104,0.433492198020286,0.4339543078771799,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-08,changzhou_1,397.0,8.0,2.7191275978083,2.99512362145229,3.083525067753363,3.1542462247942216,3.1719265140544364,1.0,0.875,0.875,0.875,0.125,0.0
<=10,D+2,2024-08,huai_an_1,394.0,8.0,2.824385672570101,3.0617954679844503,3.066490645247094,3.0702467870572083,3.071185822509737,0.75,0.625,0.625,0.625,0.25,0.0
<=10,D+2,2024-08,huai_an_2,393.0,8.0,2.6734083400327098,2.949026507035466,2.964904792303352,2.977607420517661,2.980783077571238,0.875,0.875,0.875,0.875,0.0,0.0
<=10,D+2,2024-08,huai_an_3,390.0,7.0,2.5475429555133324,2.8982446481014787,2.919449681109725,2.9364137075163215,2.940654714117971,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0
<=10,D+2,2024-08,lianyungang_1,389.0,7.0,2.767541495638735,2.8155607392775237,2.8333382080307272,2.84756018303329,2.8511156767839307,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-08,lianyungang_2,392.0,8.0,2.870283655695477,3.0183858269077826,3.029915099573601,3.039138517706256,3.0414443722394195,1.0,1.0,1.0,1.0,0.25,0.0
<=10,D+2,2024-08,nanjing_1,391.0,7.0,2.604295657276976,3.184994170232416,3.211220003099791,3.2322006693936918,3.2374458359671667,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0
<=10,D+2,2024-08,nanjing_2,394.0,7.0,2.798414589004172,3.1968672284120276,3.222483830241866,3.242977111705737,3.2481004320717046,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0
<=10,D+2,2024-08,nantong_1,403.0,18.0,1.3108731536818563,3.0427264179221347,3.0797732394539152,3.130687865970047,3.1434165225990798,0.5,0.5,0.5,0.4444444444444444,0.16666666666666666,0.0
<=10,D+2,2024-08,nantong_2,403.0,19.0,0.4489468378877656,3.3533643880108617,3.4150983547941793,3.5080835343626773,3.5313298292548017,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0
<=10,D+2,2024-08,suqian_1,388.0,7.0,2.7769552886924713,3.0813696227677534,3.1758371268910683,3.251411130189721,3.270304631014384,1.0,1.0,1.0,1.0,0.14285714285714285,0.0
<=10,D+2,2024-08,suzhou_1,403.0,15.0,1.0070293736574338,3.11708509793783,3.225599856472986,3.2952889852553833,3.3127112674509824,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.2,0.0
<=10,D+2,2024-08,taizhou_1,396.0,9.0,2.4286202669861585,2.9684166670810264,3.055396608018935,3.1249805607692624,3.142376548956844,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.0
<=10,D+2,2024-08,taizhou_2,400.0,16.0,2.740296782703307,2.9646341322609526,3.0325032820195403,3.190374177235264,3.229841901039195,0.6875,0.6875,0.6875,0.6875,0.0625,0.0
<=10,D+2,2024-08,wuxi_1,400.0,9.0,3.1521419987343933,3.4739636172583506,3.5115371348077216,3.5415959488472186,3.549110652357093,1.0,1.0,1.0,1.0,0.6666666666666666,0.0
<=10,D+2,2024-08,xuzhou_1,382.0,7.0,2.908855065218934,3.389753280468809,3.4595842221954682,3.5154489755767955,3.5294151639221276,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0
<=10,D+2,2024-08,xuzhou_2,385.0,7.0,2.3688008356044263,3.060773953656366,3.0846718087663954,3.103790092854419,3.1085696638764246,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0
<=10,D+2,2024-08,yancheng_1,394.0,9.0,2.7665417960330614,2.9364112475320026,3.0196950518693293,3.0863220953391908,3.102978856206656,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.0
<=10,D+2,2024-08,yancheng_2,399.0,15.0,2.5863006355692257,3.0391299756923806,3.17335197583064,3.3028739705537458,3.3352544692345223,0.6,0.6,0.6,0.6,0.13333333333333333,0.0
<=10,D+2,2024-08,yancheng_3,395.0,9.0,2.831270272351082,3.0920942815576846,3.1197079795113067,3.141798937874204,3.1473216774649284,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.0
<=10,D+2,2024-09,changzhou_1,393.0,3.0,2.2602210367695794,2.3564568449114254,2.3684863209291565,2.378109901743341,2.380515796946887,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-09,huai_an_1,393.0,3.0,1.945054440750862,1.9578313768071722,1.959428493814211,1.9607061874198422,1.9610256108212498,1.0,1.0,0.6666666666666666,0.0,0.0,0.0
<=10,D+2,2024-09,huai_an_2,393.0,3.0,1.6863660760760386,2.1989284351332126,2.2629987300153593,2.314254965921077,2.327069024897506,1.0,1.0,1.0,0.3333333333333333,0.0,0.0
<=10,D+2,2024-09,huai_an_3,391.0,1.0,1.5197398526861896,1.5197398526861896,1.5197398526861896,1.5197398526861896,1.5197398526861896,1.0,1.0,1.0,0.0,0.0,0.0
<=10,D+2,2024-09,lianyungang_1,392.0,2.0,1.202240752976534,2.046841801202503,2.152416932230749,2.236877037053346,2.257992063258995,0.5,0.5,0.5,0.5,0.0,0.0
<=10,D+2,2024-09,lianyungang_2,394.0,4.0,2.23791173687495,2.4027050742368057,2.4065267188907518,2.4095840346139084,2.4103483635446974,1.0,0.75,0.75,0.75,0.0,0.0
<=10,D+2,2024-09,nanjing_1,390.0,0.0,,,,,,,,,,,
<=10,D+2,2024-09,nanjing_2,391.0,1.0,2.3227311804864565,2.3227311804864565,2.3227311804864565,2.3227311804864565,2.3227311804864565,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-09,nantong_1,397.0,7.0,2.5752092284695713,2.6580078844358574,2.6711211572464197,2.68161177549487,2.6842344300569825,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.0
<=10,D+2,2024-09,nantong_2,399.0,9.0,2.8411593958653496,3.2141360766953335,3.219809122826477,3.224347559731392,3.2254821689576207,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.0
<=10,D+2,2024-09,suqian_1,390.0,0.0,,,,,,,,,,,
<=10,D+2,2024-09,suzhou_1,397.0,7.0,2.5267089634369633,2.7645583276693353,2.7775688464095785,2.787977261401773,2.7905793651498216,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.0,0.0
<=10,D+2,2024-09,taizhou_1,394.0,4.0,2.3072080987236068,2.3685843180882364,2.3748971212489742,2.379947363777564,2.3812099244097116,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-09,taizhou_2,396.0,6.0,2.4794451757396505,2.662327374413962,2.6657009235337847,2.668399762829643,2.6690744726536075,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,0.0
<=10,D+2,2024-09,wuxi_1,394.0,4.0,2.646120003893101,2.6990684463768475,2.7055374120456546,2.7107125845807003,2.7120063777144616,1.0,1.0,1.0,1.0,0.0,0.0
<=10,D+2,2024-09,xuzhou_1,392.0,2.0,0.25321474000517474,0.3186114129600822,0.32678599707944567,0.33332566437493644,0.3349605811988091,0.0,0.0,0.0,0.0,0.0,0.0
<=10,D+2,2024-09,xuzhou_2,390.0,0.0,,,,,,,,,,,
<=10,D+2,2024-09,yancheng_1,394.0,4.0,2.1280412843888126,2.366808089427716,2.3718508406619967,2.3758850416494215,2.3768935918962777,1.0,1.0,0.75,0.5,0.0,0.0
<=10,D+2,2024-09,yancheng_2,396.0,6.0,2.0485471724586284,2.6623798373824865,2.6818179009455427,2.6973683517959874,2.7012559645085985,1.0,1.0,0.6666666666666666,0.5,0.0,0.0
<=10,D+2,2024-09,yancheng_3,394.0,4.0,2.1032845405898852,2.365593416852664,2.3723845481569783,2.37781745320043,2.379175679461293,1.0,1.0,1.0,0.5,0.0,0.0
<=10,D+2,2024-10,changzhou_1,446.0,19.0,0.2933621660061672,2.085192152624724,2.369791032902541,2.5331402345343266,2.573977534942273,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.0,0.0
<=10,D+2,2024-10,huai_an_1,451.0,24.0,0.31493355940473344,2.191618351220331,2.7683057125370856,2.8168879269707516,2.8232810239851522,0.25,0.16666666666666666,0.125,0.125,0.0,0.0
<=10,D+2,2024-10,huai_an_2,452.0,24.0,0.3054128237432838,2.717490981135741,2.8286439763907607,2.861453851264918,2.867309709763386,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0
<=10,D+2,2024-10,huai_an_3,455.0,27.0,0.3165035154591087,2.6341102934452367,2.9436031819502078,3.1953862671727338,3.2412342944134176,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.07407407407407407,0.0
<=10,D+2,2024-10,lianyungang_1,457.0,25.0,0.3172913129335849,2.731964755993485,2.8058378435910827,3.1412351184566507,3.242998717071773,0.28,0.28,0.24,0.24,0.04,0.0
<=10,D+2,2024-10,lianyungang_2,454.0,24.0,0.29546052176808824,2.8083185628541556,3.0086050962050055,3.055446629493048,3.063028029421988,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.0
<=10,D+2,2024-10,nanjing_1,453.0,29.0,0.28546033540144145,2.6341175185736656,2.8345991324895543,3.1047718638302997,3.1591419350575007,0.2413793103448276,0.20689655172413793,0.20689655172413793,0.13793103448275862,0.034482758620689655,0.0
<=10,D+2,2024-10,nanjing_2,450.0,25.0,0.3018345726819578,2.6673374889715364,3.0251550845529227,3.263581623443716,3.3149827575366984,0.2,0.2,0.2,0.16,0.08,0.0
<=10,D+2,2024-10,nantong_1,441.0,11.0,0.3274318356552085,1.9811797588432876,2.5983374392078615,3.092063583499521,3.2154951195724357,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
